PointType,Index,T,X,Y,Curvature
spline,791,79.1,-44.379656534,-29.9509215333,-0.0344278472647
spline,792,79.2,-44.4077943682,-29.5874280077,-0.0267741529849
spline,793,79.3,-44.4322505776,-29.2258431347,-0.0188278961301
spline,794,79.4,-44.4541226077,-28.866146204,-0.0106214061428
spline,795,79.5,-44.4745151151,-28.5082349807,-0.00218045362454
spline,796,79.6,-44.494533342,-28.1520363548,0.00647074375207
spline,797,79.7,-44.5152786922,-27.7974747551,0.0153069701856
spline,798,79.8,-44.5378596267,-27.4444512472,0.024299093761
spline,799,79.9,-44.5633703521,-27.0929416587,0.0334073625596
spline,800,80,-44.5929199262,-26.7428474282,0.0425812872325
spline,801,80.1,-44.6272996716,-26.3940633545,0.0363695508404
spline,802,80.2,-44.6660470243,-26.046357454,0.0300096548118
spline,803,80.3,-44.7083972691,-25.6994444261,0.0235443346816
spline,804,80.4,-44.7535697826,-25.3531145608,0.0170121960163
spline,805,80.5,-44.800795058,-25.0070799067,0.0104455098485
spline,806,80.6,-44.8493031234,-24.661080276,0.00387329379859
spline,807,80.7,-44.89832014,-24.3148533227,-0.00267793993265
spline,808,80.8,-44.9470812014,-23.9681133131,-0.00918335149321
spline,809,80.9,-44.9948011368,-23.6206486314,-0.0156164819962
spline,810,81,-45.0407158856,-23.272174023,-0.0219509313358
spline,811,81.1,-45.084189684,-22.9225272265,-0.0211446978768
spline,812,81.2,-45.1251254065,-22.571939124,-0.0204193400916
spline,813,81.3,-45.1635714931,-22.2207162767,-0.0197689707056
spline,814,81.4,-45.19956154,-21.8692423621,-0.019188728859
spline,815,81.5,-45.2331395906,-21.5178217334,-0.0186743640953
spline,816,81.6,-45.2643493001,-21.1667865763,-0.0182223999596
spline,817,81.7,-45.293230421,-20.8164672195,-0.0178300205344
spline,818,81.8,-45.319829955,-20.4671700813,-0.0174950332474
spline,819,81.9,-45.3441797161,-20.1192769459,-0.0172159338252
spline,820,82,-45.3663276816,-19.7730945045,-0.0169917543025
spline,821,82.1,-45.3861278667,-19.4288405723,-0.0266745544088
spline,822,82.2,-45.4026775667,-19.0862767665,-0.03652091843
spline,823,82.3,-45.4148937628,-18.7450282326,-0.0464375485232
spline,824,82.4,-45.4216845715,-18.4047953431,-0.056307043494
spline,825,82.5,-45.4219627357,-18.0652012618,-0.0659897721171
spline,826,82.6,-45.4146425271,-17.7258961051,-0.0753202128396
spline,827,82.7,-45.3986343,-17.3865284299,-0.0841098957877
spline,828,82.8,-45.3728513666,-17.0467231147,-0.0921540077233
spline,829,82.9,-45.3362040516,-16.7061789796,-0.0992390837668
spline,830,83,-45.2876072754,-16.3645212578,-0.105160499434
spline,831,83.1,-45.2261803603,-16.0218293687,-0.10479757051
spline,832,83.2,-45.1518647713,-15.6799010879,-0.106656771842
spline,833,83.3,-45.064808528,-15.3409410572,-0.110764304744
spline,834,83.4,-44.9651738072,-15.007229108,-0.117278361056
spline,835,83.5,-44.853105033,-14.6809680257,-0.12649441675
spline,836,83.6,-44.7287553108,-14.3643872592,-0.138856452582
spline,837,83.7,-44.5922738794,-14.0597149878,-0.154973637873
spline,838,83.8,-44.4438035162,-13.7691597232,-0.17563511209
spline,839,83.9,-44.2835122704,-13.4949928366,-0.201795281162
spline,840,84,-44.1115446329,-13.2394218941,-0.234518767713
spline,841,84.1,-43.9279905638,-13.0040602453,-0.247380807947
spline,842,84.2,-43.7326894865,-12.7880577197,-0.252844181125
spline,843,84.3,-43.5254098558,-12.5899361494,-0.250074525772
spline,844,84.4,-43.3059618792,-12.4082601753,-0.239335559251
spline,845,84.5,-43.0741105303,-12.2415490299,-0.221892747954
spline,846,84.6,-42.8296384978,-12.0883383845,-0.199652166628
spline,847,84.7,-42.5723247569,-11.9471628497,-0.174701497091
spline,848,84.8,-42.3019323082,-11.8165489428,-0.148924715624
spline,849,84.9,-42.0182776666,-11.695050055,-0.123791232428
spline,850,85,-41.7211256106,-11.5811921543,-0.100286618736
spline,851,85.1,-41.410610848,-11.4735793797,-0.0770606183504
spline,852,85.2,-41.088278285,-11.3710903947,-0.0578986560293
spline,853,85.3,-40.7560072268,-11.2726671862,-0.0417233798371
spline,854,85.4,-40.4157476136,-11.1772724806,-0.0276896010408
spline,855,85.5,-40.0693753211,-11.0838468474,-0.0151175120901
spline,856,85.6,-39.7187933289,-10.9913391149,-0.0034468637124
spline,857,85.7,-39.3659011599,-10.8986971548,0.00780663637886
spline,858,85.8,-39.0125763,-10.8048629412,0.0190874777534
spline,859,85.9,-38.6607688448,-10.7087976445,0.0308275102084
spline,860,86,-38.312356927,-10.6094435681,0.0434787894381
spline,861,86.1,-37.9689127365,-10.5059633939,0.0429497663754
spline,862,86.2,-37.6306873383,-10.3983758009,0.0423446522087
spline,863,86.3,-37.2975831811,-10.2869067398,0.0416638683023
spline,864,86.4,-36.9695734274,-10.1718063267,0.0409081032114
spline,865,86.5,-36.6465563562,-10.0532997624,0.0400777917584
spline,866,86.6,-36.328457817,-9.93162111959,0.0391733035204
spline,867,86.7,-36.0152004949,-9.807003604,0.038194806161
spline,868,86.8,-35.7066881739,-9.67967184525,0.0371421687083
spline,869,86.9,-35.4028874477,-9.54987762489,0.0360152176115
spline,870,87,-35.1037023692,-9.41784594652,0.0348130575746
spline,871,87.1,-34.8090078857,-9.28368871887,0.0386813107767
spline,872,87.2,-34.5184771955,-9.14702975989,0.0424214945047
spline,873,87.3,-34.2317176232,-9.00736178608,0.0459613923878
spline,874,87.4,-33.9483970922,-8.86420823353,0.0492283124902
spline,875,87.5,-33.6681191824,-8.71706115859,0.0521536307792
spline,876,87.6,-33.3905113038,-8.56542357933,0.0546749315897
spline,877,87.7,-33.1151979596,-8.40879776296,0.0567393383276
spline,878,87.8,-32.8417869395,-8.24667446712,0.0583063927165
spline,879,87.9,-32.5699415398,-8.07857991338,0.0593496989718
spline,880,88,-32.2992700018,-7.90400545608,0.0598587346681
spline,881,88.1,-32.029473471,-7.72261050374,0.0551461441833
spline,882,88.2,-31.7605497423,-7.53468059225,0.0507835124342
spline,883,88.3,-31.4925561738,-7.34064421193,0.0467389794719
spline,884,88.4,-31.2256069279,-7.14097333784,0.0429827571598
spline,885,88.5,-30.9597560988,-6.93609617631,0.0394854360056
spline,886,88.6,-30.6950799186,-6.72645579,0.0362194343297
spline,887,88.7,-30.4316519471,-6.51249464449,0.0331586756765
spline,888,88.8,-30.1695295597,-6.29463935591,0.0302783630765
spline,889,88.9,-29.908823647,-6.07336505519,0.0275557128949
spline,890,89,-29.6495920162,-5.8490987569,0.0249684233842
spline,891,89.1,-29.3918771784,-5.62224867876,0.0226882852031
spline,892,89.2,-29.1355883375,-5.39308419825,0.0204365579398
spline,893,89.3,-28.8805872947,-5.16182334061,0.0182111618962
spline,894,89.4,-28.6267900292,-4.92873625859,0.016010098436
spline,895,89.5,-28.3740553223,-4.69404061391,0.013830448086
spline,896,89.6,-28.1222629722,-4.45797177641,0.0116691281707
spline,897,89.7,-27.8712903282,-4.22076471129,0.00952276386149
spline,898,89.8,-27.6209991163,-3.98263684511,0.00738758653474
spline,899,89.9,-27.371302422,-3.7438590797,0.00526011922856
spline,900,90,-27.1220624148,-3.50464897695,0.00313623013135
spline,901,90.1,-26.8730905525,-3.26539741794,-0.00700030098813
spline,902,90.2,-26.6239263912,-3.02711779555,-0.0172504029161
spline,903,90.3,-26.3740272863,-2.79096187602,-0.0277276924658
spline,904,90.4,-26.1229040078,-2.55813487472,-0.0385391418374
spline,905,90.5,-25.8700113166,-2.32978807592,-0.0497853594187
spline,906,90.6,-25.6148243738,-2.10709088245,-0.0615511380345
spline,907,90.7,-25.3568161091,-1.89121249424,-0.0738973711965
spline,908,90.8,-25.0954425167,-1.68330697646,-0.0868501542073
spline,909,90.9,-24.8302141451,-1.48457511188,-0.100381328996
spline,910,91,-24.5605877199,-1.29617032836,-0.114395581481
spline,911,91.1,-24.2861428188,-1.1190171375,-0.113660488695
spline,912,91.2,-24.0068780706,-0.953060788347,-0.11232547497
spline,913,91.3,-23.7228794578,-0.797990517563,-0.11042832083
spline,914,91.4,-23.4342946755,-0.653530438016,-0.108018743623
spline,915,91.5,-23.1412076674,-0.519368880932,-0.105154486692
spline,916,91.6,-22.8437250439,-0.395206396498,-0.101898969816
spline,917,91.7,-22.5419514194,-0.280743486843,-0.0983181605366
spline,918,91.8,-22.2359707569,-0.175673112648,-0.0944777265314
spline,919,91.9,-21.9259323674,-0.0797117377449,-0.0904419257375
spline,920,92,-21.6119209338,0.00744839076623,-0.0862698733918
spline,921,92.1,-21.2940963904,0.0861798843079,-0.0774308586828
spline,922,92.2,-20.9728332839,0.157147873525,-0.0688803262412
spline,923,92.3,-20.6485388782,0.221095259194,-0.0606346075729
spline,924,92.4,-20.3216917114,0.278750591418,-0.0526911006013
spline,925,92.5,-19.9926971791,0.3308572617,-0.0450290334364
spline,926,92.6,-19.6619862842,0.378153554795,-0.0376159247571
spline,927,92.7,-19.3299883047,0.421377728457,-0.030409936911
spline,928,92.8,-18.9971096014,0.461270996971,-0.0233616576914
spline,929,92.9,-18.6638285409,0.4985655502,-0.0164178317119
spline,930,93,-18.3305518743,0.534002837906,-0.00951921327462
spline,931,93.1,-17.9976306733,0.568196697751,-0.00968024728018
spline,932,93.2,-17.6650974889,0.601263142983,-0.00983697508912
spline,933,93.3,-17.3328832228,0.633196218057,-0.00998915920627
spline,934,93.4,-17.0009921793,0.663982636064,-0.010136544838
spline,935,93.5,-16.6693534875,0.693616463915,-0.0102789143009
spline,936,93.6,-16.3379224244,0.722089343487,-0.0104160493499
spline,937,93.7,-16.0066528284,0.749392857172,-0.0105477349783
spline,938,93.8,-15.6754753813,0.775520603224,-0.0106737802827
spline,939,93.9,-15.3443930067,0.80046011875,-0.0107939764498
spline,940,94,-15.0133366626,0.82420510718,-0.0109081390092
spline,941,94.1,-14.6822419956,0.846786539805,-0.00894219894603
spline,942,94.2,-14.3509672016,0.868392706681,-0.00696060416848
spline,943,94.3,-14.0193285157,0.889252944104,-0.00497282663399
spline,944,94.4,-13.6872159169,0.909591741512,-0.0029886565855
spline,945,94.5,-13.3544442613,0.929638393598,-0.00101722007846
spline,946,94.6,-13.0208542883,0.949620639631,0.000932465851583
spline,947,94.7,-12.6862855854,0.969766138671,0.00285169656718
spline,948,94.8,-12.3505537932,0.990304240621,0.00473226816336
spline,949,94.9,-12.0135485572,1.01145940541,0.0065659508616
spline,950,95,-11.6750858383,1.03346095994,0.00834538212251
spline,951,95.1,-11.3350289963,1.05647060245,0.00677421738289
spline,952,95.2,-10.9933328151,1.08038587763,0.00524022918651
spline,953,95.3,-10.6499508007,1.1050403773,0.00374280958496
spline,954,95.4,-10.3049133911,1.13026188788,0.00228163424864
spline,955,95.5,-9.95817315237,1.15588383721,0.000855994301246
spline,956,95.6,-9.60970917369,1.1817378816,-0.000534722505876
spline,957,95.7,-9.2594996853,1.20765557753,-0.00189113152034
spline,958,95.8,-8.90749731685,1.23347056559,-0.0032139356945
spline,959,95.9,-8.55373313893,1.25901035488,-0.00450351240664
spline,960,96,-8.19816008381,1.28410862257,-0.00576050155004
spline,961,96.1,-7.84086543672,1.30861009743,-0.00605022642797
spline,962,96.2,-7.48237008854,1.33241181876,-0.00637761775799
spline,963,96.3,-7.12327743616,1.35542585578,-0.00674748493079
spline,964,96.4,-6.76427185528,1.37755886776,-0.00716551245775
spline,965,96.5,-6.40595605421,1.39872284958,-0.00763862094005
spline,966,96.6,-6.04896029608,1.41882810124,-0.00817511559114
spline,967,96.7,-5.69391429072,1.43778480243,-0.00878502879486
spline,968,96.8,-5.34142188947,1.4555045886,-0.00948060044526
spline,969,96.9,-4.9921660602,1.47189481126,-0.010276593286
spline,970,97,-4.64675052807,1.48686723139,-0.0111913098998
spline,971,97.1,-4.30565975851,1.50037617398,-0.0101902847013
spline,972,97.2,-3.96879568263,1.51255210513,-0.00908784272106
spline,973,97.3,-3.63589020175,1.52357059508,-0.00788499592732
spline,974,97.4,-3.30675051372,1.5336045383,-0.00658414175185
spline,975,97.5,-2.98110786447,1.54282943301,-0.00518857155988
spline,976,97.6,-2.65871905256,1.55141998612,-0.00370287837444
spline,977,97.7,-2.33934061823,1.5595507716,-0.00213289061894
spline,978,97.8,-2.02270553747,1.56739713472,-0.000485554920811
spline,979,97.9,-1.70861837971,1.57513233075,0.00123057305923
