PointType,Index,T,X,Y,Curvature
spline,364,36.4,-17.5982021637,-32.7926854837,-0.156545358374
spline,365,36.5,-17.6770295786,-33.1222046387,-0.152558988422
spline,366,36.6,-17.7720492595,-33.4449388092,-0.148837510089
spline,367,36.7,-17.8822481346,-33.7602307594,-0.145532942484
spline,368,36.8,-18.0066007356,-34.0673881363,-0.142779513752
spline,369,36.9,-18.144099618,-34.3657665687,-0.140697727309
spline,370,37,-18.2937168304,-34.6546743199,-0.13940242131
spline,371,37.1,-18.4542474323,-34.9337137208,-0.121107209372
spline,372,37.2,-18.6237114863,-35.2035121157,-0.101800594519
spline,373,37.3,-18.7999168178,-35.4649256765,-0.0816781111398
spline,374,37.4,-18.9806972357,-35.718850502,-0.0607300021638
spline,375,37.5,-19.1638591523,-35.9661430254,-0.0387601630881
spline,376,37.6,-19.3472305835,-36.2076904111,-0.0153931226829
spline,377,37.7,-19.5286383875,-36.4443767114,0.00991376147763
spline,378,37.8,-19.7058891245,-36.6770600466,0.0378580401955
spline,379,37.9,-19.8768169323,-36.9066347826,0.0692810528518
spline,380,38,-20.0392287907,-37.1339587957,0.105111658812
spline,381,38.1,-20.1913030465,-37.3597632622,0.11418848579
spline,382,38.2,-20.33261577,-37.5841538611,0.12410674456
spline,383,38.3,-20.4630785446,-37.8070574455,0.134904508062
spline,384,38.4,-20.5826232873,-38.0284342569,0.146605265223
spline,385,38.5,-20.6911627104,-38.2482103718,0.159207801263
spline,386,38.6,-20.7886242863,-38.4663388579,0.17267919859
spline,387,38.7,-20.8749325078,-38.6827701561,0.186943465106
spline,388,38.8,-20.9500028416,-38.897431113,0.201869534623
spline,389,38.9,-21.0137632329,-39.1102818349,0.217262610374
spline,390,39,-21.0661304131,-39.3212485953,0.232851714976
spline,391,39.1,-21.107132886,-39.5304271801,0.236680239156
spline,392,39.2,-21.1372070793,-39.7384796574,0.234777950067
spline,393,39.3,-21.156890419,-39.9461892785,0.227156257732
spline,394,39.4,-21.16672362,-40.1543702467,0.214345551359
spline,395,39.5,-21.1672451514,-40.3638047531,0.197295417437
spline,396,39.6,-21.1589955346,-40.5753004547,0.177201040904
spline,397,39.7,-21.1425126346,-40.7896628176,0.155321138702
spline,398,39.8,-21.1183371504,-41.0076739736,0.13282678184
spline,399,39.9,-21.0870067142,-41.2301494377,0.110693114781
spline,400,40,-21.049062645,-41.457869812,0.0896621530661
spline,401,40.1,-21.0049562169,-41.6913418651,0.0855176497748
spline,402,40.2,-20.9547841894,-41.9298617283,0.0829438203684
spline,403,40.3,-20.8985626359,-42.1723987661,0.081695441476
spline,404,40.4,-20.8362989123,-42.4179581779,0.0816153631597
spline,405,40.5,-20.7680095412,-42.6655076568,0.0826128298396
spline,406,40.6,-20.6937047103,-42.9140448056,0.0846492361216
spline,407,40.7,-20.6133923972,-43.1625647293,0.0877302310731
spline,408,40.8,-20.5270907179,-43.4100353316,0.0919012937533
spline,409,40.9,-20.4348049952,-43.6554627426,0.0972468500653
spline,410,41,-20.3365537332,-43.8978141651,0.103890146415
spline,411,41.1,-20.2324137593,-44.1362110274,0.101720650112
spline,412,41.2,-20.1227291976,-44.3702628407,0.0999232425245
spline,413,41.3,-20.0079256864,-44.5996782853,0.0985156418959
spline,414,41.4,-19.8884111176,-44.8242004835,0.0975181635801
spline,415,41.5,-19.7646114522,-45.0435376732,0.0969559931514
spline,416,41.6,-19.6369396218,-45.2574257636,0.096859945487
spline,417,41.7,-19.5058067381,-45.4655970333,0.0972687656199
spline,418,41.8,-19.3716398535,-45.6677614324,0.0982317132087
spline,419,41.9,-19.2348456337,-45.8636605811,0.0998108259234
spline,420,42,-19.0958510372,-46.0530043584,0.10208464323
spline,421,42.1,-18.9549730267,-46.2356102742,0.107599234834
spline,422,42.2,-18.8121443388,-46.4116188993,0.112782347499
spline,423,42.3,-18.6672198218,-46.5812357316,0.117520073546
spline,424,42.4,-18.5200317299,-46.7446916273,0.121699388869
spline,425,42.5,-18.370434854,-46.9021918541,0.125212283836
spline,426,42.6,-18.2182676912,-47.0539623618,0.127961603592
spline,427,42.7,-18.063367205,-47.2002253111,0.12986606
spline,428,42.8,-17.9055889641,-47.3411877656,0.130865285066
spline,429,42.9,-17.7447644773,-47.4770789959,0.130923174173
spline,430,43,-17.580749268,-47.6081057781,0.130030309292
spline,431,43.1,-17.4133192873,-47.7347109906,0.108840858256
spline,432,43.2,-17.2419991707,-47.8582020455,0.0854026799673
spline,433,43.3,-17.0662721189,-47.9800926746,0.0612394016678
spline,434,43.4,-16.8855942038,-48.1019142992,0.0377366840163
spline,435,43.5,-16.6994490037,-48.2251795741,0.0160196271673
spline,436,43.6,-16.50729994,-48.3514169014,-0.0031148179427
spline,437,43.7,-16.3086084782,-48.4821521436,-0.0191992149598
spline,438,43.8,-16.1028597458,-48.6188977679,-0.0320595243108
spline,439,43.9,-15.8895077331,-48.7631869574,-0.0417615048497
spline,440,44,-15.6680382211,-48.9165300062,-0.0485427116943
spline,441,44.1,-15.4382749114,-49.0801792254,-0.052327121381
spline,442,44.2,-15.2014839312,-49.254274068,-0.0560671217351
spline,443,44.3,-14.9593210164,-49.4386594465,-0.059935222097
spline,444,44.4,-14.7134047924,-49.6332065555,-0.0640615199082
spline,445,44.5,-14.4653914448,-49.8377574539,-0.068551746735
spline,446,44.6,-14.216909257,-50.0521783058,-0.0734987695889
spline,447,44.7,-13.9695855427,-50.2763336906,-0.0789883673232
spline,448,44.8,-13.7250767431,-50.510063913,-0.0851014659249
spline,449,44.9,-13.4850014917,-50.7532445906,-0.091915355204
spline,450,45,-13.2510152223,-51.0057134378,-0.0994996061598
spline,451,45.1,-13.0245357297,-51.2672957919,-0.0982806455395
spline,452,45.2,-12.8061375994,-51.5376401868,-0.0973583115124
spline,453,45.3,-12.5962104223,-51.8163238139,-0.0967226971297
spline,454,45.4,-12.3951105926,-52.1029647089,-0.0963637564114
spline,455,45.5,-12.2032261499,-52.3971374322,-0.0962717503927
spline,456,45.6,-12.0209221635,-52.6984514345,-0.0964366287176
spline,457,45.7,-11.8485644109,-53.0065140059,-0.0968480638235
spline,458,45.8,-11.6865388581,-53.3208986049,-0.0974954575363
spline,459,45.9,-11.5352057239,-53.6412266789,-0.0983672171749
spline,460,46,-11.394948996,-53.9670695865,-0.0994505253233
spline,461,46.1,-11.265573804,-54.2978669249,-0.0728284454421
spline,462,46.2,-11.1446377662,-54.6323665109,-0.0464578382026
spline,463,46.3,-11.0291509046,-54.9691092093,-0.0203448725074
spline,464,46.4,-10.9161046676,-55.3066859805,0.00568821280192
spline,465,46.5,-10.8025082328,-55.6436359725,0.0318936245187
spline,466,46.6,-10.6853582083,-55.9785394035,0.0585084594536
spline,467,46.7,-10.5616499881,-56.309972724,0.0856504761352
spline,468,46.8,-10.4283936759,-56.6364761219,0.113201425948
spline,469,46.9,-10.2825795001,-56.9566404949,0.140689126037
spline,470,47,-10.1212189746,-57.2690056769,0.167166698955
spline,471,47.1,-9.94208794631,-57.5724259839,0.153099242161
spline,472,47.2,-9.74607915951,-57.8668447729,0.139182310835
spline,473,47.3,-9.53488894006,-58.1524493136,0.125776611186
spline,474,47.4,-9.31018214153,-58.4294699403,0.11309423351
spline,475,47.5,-9.07365716856,-58.6980937378,0.101233116469
spline,476,47.6,-8.82698695232,-58.9585420649,0.0902028744123
spline,477,47.7,-8.57184230836,-59.211031385,0.0799515785629
spline,478,47.8,-8.30992406262,-59.4557512608,0.0703855973526
spline,479,47.9,-8.04289330336,-59.6929296579,0.0613786430656
spline,480,48,-7.77245144876,-59.9227559842,0.0527812411053
spline,481,48.1,-7.49993556847,-60.145415642,0.055861344738
spline,482,48.2,-7.22534474179,-60.3609466577,0.0588289787072
spline,483,48.3,-6.94837589121,-60.5693310706,0.0616432127026
spline,484,48.4,-6.66868337136,-60.7705819229,0.0642625993012
spline,485,48.5,-6.3859644423,-60.9646808006,0.0666457106803
spline,486,48.6,-6.09988434382,-61.151634875,0.0687529716765
spline,487,48.7,-5.81010740497,-61.3314464391,0.0705478640216
spline,488,48.8,-5.51633172264,-61.5040993433,0.0719984050346
spline,489,48.9,-5.21821044775,-61.6696046851,0.073078660865
spline,490,49,-4.91544206065,-61.8279460025,0.0737696598946
spline,491,49.1,-4.60787362261,-61.979362781,0.0594932640962
spline,492,49.2,-4.29608068274,-62.1250193174,0.0454682483337
spline,493,49.3,-3.98085740408,-62.266300128,0.0317333046328
spline,494,49.4,-3.66294970958,-62.4046102342,0.018279414041
spline,495,49.5,-3.34315227153,-62.5413331578,0.00507009851359
spline,496,49.6,-3.02222316288,-62.677870649,-0.00794799692769
spline,497,49.7,-2.70092007582,-62.8156205461,-0.0208308673953
spline,498,49.8,-2.38003797663,-62.9559670547,-0.033624181037
spline,499,49.9,-2.06032239846,-63.1003159353,-0.0463555656032
spline,500,50,-1.7425679832,-63.2500494112,-0.0590197659796
spline,501,50.1,-1.42753494424,-63.4063737718,-0.063254654456
spline,502,50.2,-1.11599264594,-63.5697048148,-0.0678233488014
spline,503,50.3,-0.808748508402,-63.7402470754,-0.0727520813238
spline,504,50.4,-0.506562437745,-63.918229126,-0.0780642149038
spline,505,50.5,-0.21024124343,-64.1038527566,-0.08377696187
spline,506,50.6,0.0794433007205,-64.2973424954,-0.0898999505073
spline,507,50.7,0.361718418527,-64.4989200944,-0.0964313977983
spline,508,50.8,0.635778821465,-64.7087861952,-0.103353509008
spline,509,50.9,0.900862060681,-64.9271732108,-0.110629015168
spline,510,51,1.15616428238,-65.1542790074,-0.11819401126
spline,511,51.1,1.40112122111,-65.390208334,-0.113599394273
spline,512,51.2,1.63600248967,-65.6345725792,-0.108455657313
spline,513,51.3,1.86125988114,-65.8868368798,-0.102890934101
spline,514,51.4,2.07738049578,-66.1465028251,-0.0970237230022
spline,515,51.5,2.28481743854,-66.4130326667,-0.0909606780458
spline,516,51.6,2.48404900873,-66.6859209522,-0.0847919213285
spline,517,51.7,2.67555210833,-66.9646590785,-0.0785909265533
spline,518,51.8,2.85978174883,-67.2487085184,-0.07241574075
spline,519,51.9,3.03722191968,-67.5375741552,-0.0663076197261
spline,520,52,3.20832872591,-67.8307151763,-0.0602947493146
spline,521,52.1,3.3733334882,-68.1277432055,-0.0684544529203
spline,522,52.2,3.53148432783,-68.4287243415,-0.076738769412
spline,523,52.3,3.68176604764,-68.7338093908,-0.085123984368
spline,524,52.4,3.82318699208,-69.0431939725,-0.0935594654968
spline,525,52.5,3.95473309814,-69.3570264529,-0.101961747638
spline,526,52.6,4.07540699304,-69.6754933675,-0.110213145729
spline,527,52.7,4.18420939499,-69.9987776545,-0.118159876412
spline,528,52.8,4.28012877664,-70.3270273274,-0.12561374158
spline,529,52.9,4.36216937263,-70.6604406774,-0.132359239011
spline,530,53,4.42932166366,-70.9991633733,-0.138163089955
spline,531,53.1,4.48086671358,-71.3431819454,-0.128329041843
spline,532,53.2,4.51720519086,-71.691669793,-0.119424286074
spline,533,53.3,4.53901475421,-72.0435628775,-0.111467059064
spline,534,53.4,4.54697742159,-72.3978490774,-0.104443249343
spline,535,53.5,4.54177292544,-72.7534620091,-0.0983227822954
spline,536,53.6,4.52408229782,-73.109378862,-0.0930668036287
spline,537,53.7,4.4945843784,-73.4645723544,-0.0886364406142
spline,538,53.8,4.45396181168,-73.8179767788,-0.0849990755977
spline,539,53.9,4.40289189573,-74.1685810721,-0.0821306123465
spline,540,54,4.34205880998,-74.5153182503,-0.0800207603339
spline,541,54.1,4.27217001511,-74.8572137535,-0.0767123809297
spline,542,54.2,4.19404598195,-75.1934747599,-0.0738598148038
spline,543,54.3,4.10854529783,-75.5233220025,-0.0714644185489
spline,544,54.4,4.01651390256,-75.8460254066,-0.0695325336529
spline,545,54.5,3.91881139656,-76.1608047796,-0.0680796074587
spline,546,54.6,3.81628696447,-76.466920133,-0.0671324644408
spline,547,54.7,3.70978880986,-76.763625424,-0.0667345211776
spline,548,54.8,3.60017767992,-77.0501432287,-0.0669527081777
spline,549,54.9,3.48829771976,-77.3257411432,-0.0678860861198
spline,550,55,3.37500995209,-77.5896416325,-0.069680791282
spline,551,55.1,3.26082079678,-77.8412183073,-0.0939931757218
spline,552,55.2,3.14486819552,-78.0802930888,-0.122177552329
spline,553,55.3,3.02596164769,-78.3067799467,-0.154260486277
spline,554,55.4,2.90289247347,-78.5206265872,-0.189867732554
spline,555,55.5,2.77447069055,-78.7217469335,-0.228002120206
spline,556,55.6,2.6394923302,-78.9100826936,-0.26684661684
spline,557,55.7,2.49675224822,-79.0855687316,-0.303671534439
spline,558,55.8,2.34506199546,-79.2481227114,-0.335002456462
spline,559,55.9,2.18321041869,-79.3976884661,-0.357168723466
spline,560,56,2.01001042647,-79.5341838086,-0.367168035922
spline,561,56.1,1.82468534855,-79.6575286228,-0.342893907606
spline,562,56.2,1.62817115974,-79.7675517972,-0.321497297303
spline,563,56.3,1.42185540511,-79.8640544838,-0.303390978983
spline,564,56.4,1.20709469509,-79.9468516251,-0.288723318973
spline,565,56.5,0.985278040337,-80.0157444957,-0.277493498438
spline,566,56.6,0.75776975865,-80.070547086,-0.269624328275
spline,567,56.7,0.525933235841,-80.1110662618,-0.265015740181
spline,568,56.8,0.291158798864,-80.1371073518,-0.263574124956
spline,569,56.9,0.0548008925916,-80.1484809422,-0.265223240587
spline,570,57,-0.181749924015,-80.1449926789,-0.269904234046
spline,571,57.1,-0.417573110576,-80.1266553066,-0.248220794421
spline,572,57.2,-0.653519511872,-80.0942736063,-0.219931878924
spline,573,57.3,-0.890855759357,-80.0488618705,-0.187844180311
spline,574,57.4,-1.13088488074,-79.9914263912,-0.154563434477
spline,575,57.5,-1.37487307982,-79.9229814762,-0.122155088352
spline,576,57.6,-1.62411423275,-79.8445378546,-0.0920278352493
spline,577,57.7,-1.87990293397,-79.757099763,-0.0649940075305
spline,578,57.8,-2.14350419585,-79.6616846232,-0.0414055556455
spline,579,57.9,-2.41622307435,-79.5592959356,-0.0212931080294
spline,580,58,-2.69932333195,-79.4509502963,-0.00449491649489
spline,581,58.1,-2.99367964677,-79.3375849967,-0.00314726016001
spline,582,58.2,-3.29848664908,-79.2198384323,-0.00205611918111
spline,583,58.3,-3.61248357099,-79.0982949711,-0.00114363272634
spline,584,58.4,-3.93445704685,-78.9735185935,-0.000354549790024
spline,585,58.5,-4.26314476075,-78.8460923447,0.000351908485385
spline,586,58.6,-4.59732166867,-78.7165877351,0.00100720035231
spline,587,58.7,-4.93576330173,-78.5855710615,0.00163705942175
spline,588,58.8,-5.27720612793,-78.4536266541,0.00226391631219
spline,589,58.9,-5.62043893773,-78.3213187191,0.00290883354838
spline,590,59,-5.96419785712,-78.1892297231,0.00359302160391
spline,591,59.1,-6.30749334979,-78.0578091521,0.0029382259758
spline,592,59.2,-6.65027346286,-77.9270083622,0.00226997555473
spline,593,59.3,-6.99268180991,-77.7966759404,0.00159178197168
spline,594,59.4,-7.33491446954,-77.666638414,0.000907160930681
spline,595,59.5,-7.67711478772,-77.5367424771,0.000219793931912
spline,596,59.6,-8.01946592463,-77.4068226061,-0.000466686418741
spline,597,59.7,-8.36215058687,-77.2767084593,-0.00114867093794
spline,598,59.8,-8.70531216446,-77.146247531,-0.00182252085836
spline,599,59.9,-9.04914689316,-77.0152673436,-0.00248480520429
spline,600,60,-9.39379801206,-76.8836135311,-0.00313212246098
spline,601,60.1,-9.73934524856,-76.7512094413,-0.00181111427535
spline,602,60.2,-10.0854532872,-76.6183226354,-0.000512918369439
spline,603,60.3,-10.4316440789,-76.4853286865,0.00077989619626
spline,604,60.4,-10.7774924696,-76.3525808002,0.00208481945474
spline,605,60.5,-11.1225200322,-76.2204527409,0.0034194917738
spline,606,60.6,-11.4662887289,-76.0893056696,0.00480260652401
spline,607,60.7,-11.8083596389,-75.959496165,0.0062543418464
spline,608,60.8,-12.1482547377,-75.8313985475,0.00779677511559
spline,609,60.9,-12.4855485339,-75.7053673853,0.00945512197896
spline,610,61,-12.8197632276,-75.5817748104,0.0112581206814
spline,611,61.1,-13.1506107426,-75.4608745625,0.0106915923736
spline,612,61.2,-13.4784017972,-75.342479094,0.0100246323819
spline,613,61.3,-13.8035604657,-75.2263105313,0.00926162239221
spline,614,61.4,-14.1265606454,-75.112071045,0.00840913394939
spline,615,61.5,-14.4478263135,-74.9994806626,0.00747601418497
spline,616,61.6,-14.7678193064,-74.8882489044,0.00647311279444
spline,617,61.7,-15.0870003685,-74.7780808418,0.00541302654196
spline,618,61.8,-15.4057939173,-74.6686969592,0.00430989245774
spline,619,61.9,-15.7246735501,-74.5598009186,0.00317873767061
spline,620,62,-16.0440634709,-74.4511112493,0.00203533161105
spline,621,62.1,-16.3643159345,-74.3423666677,0.000438709448137
spline,622,62.2,-16.6853435516,-74.2334108425,-0.0011386733189
spline,623,62.3,-17.0069135074,-74.1241326438,-0.00270352027388
spline,624,62.4,-17.3288419079,-74.0144022724,-0.00426260475232
spline,625,62.5,-17.6508953226,-73.9041069051,-0.00582232127767
spline,626,62.6,-17.9728781586,-73.793123727,-0.00738916606565
spline,627,62.7,-18.2945937165,-73.6813252293,-0.00896958026636
spline,628,62.8,-18.615808763,-73.568599504,-0.0105698121368
spline,629,62.9,-18.9363396054,-73.4548174458,-0.0121963759736
spline,630,63,-19.2559527918,-73.339865467,-0.0138555915454
spline,631,63.1,-19.5745071802,-73.2235676821,-0.0172029187891
spline,632,63.2,-19.8920767465,-73.1055255335,-0.0205114692066
spline,633,63.3,-20.2087545078,-72.9853047847,-0.0237552162512
spline,634,63.4,-20.5246816908,-72.8624510025,-0.0269082198998
spline,635,63.5,-20.839950819,-72.7365285987,-0.0299439464832
spline,636,63.6,-21.15469168,-72.6070904899,-0.0328365722642
spline,637,63.7,-21.4690326861,-72.4736845384,-0.0355610142663
spline,638,63.8,-21.7830666957,-72.3358767084,-0.0380931005842
spline,639,63.9,-22.0969350036,-72.1932121633,-0.0404108682561
spline,640,64,-22.4107301126,-72.0452557693,-0.0424942671346
spline,641,64.1,-22.7243850504,-71.891597825,-0.0471454404246
spline,642,64.2,-23.0370304405,-71.7319739102,-0.0520931607817
spline,643,64.3,-23.3476270443,-71.5661552259,-0.0574114768508
spline,644,64.4,-23.6550616287,-71.3939412416,-0.0631733079097
spline,645,64.5,-23.958292771,-71.2150963823,-0.0694530371521
spline,646,64.6,-24.2562568202,-71.0294015157,-0.0763242890552
spline,647,64.7,-24.5478880596,-70.8366313657,-0.0838583399083
spline,648,64.8,-24.8321448189,-70.6365535574,-0.0921213297361
spline,649,64.9,-25.1079159001,-70.4289672097,-0.101166044005
spline,650,65,-25.3741606866,-70.213641776,-0.11102726424
spline,651,65.1,-25.629947928,-69.9904191663,-0.114398223052
spline,652,65.2,-25.8748766691,-69.7593886497,-0.117781927518
spline,653,65.3,-26.1087004772,-69.5206954487,-0.121145054558
spline,654,65.4,-26.3311163988,-69.2745300191,-0.124448570289
spline,655,65.5,-26.5418762091,-69.0210311168,-0.127649234175
spline,656,65.6,-26.7407150572,-68.7603592765,-0.130699113698
spline,657,65.7,-26.9273658053,-68.4926690786,-0.133546500986
spline,658,65.8,-27.1015771432,-68.2181021269,-0.136137360573
spline,659,65.9,-27.2630530675,-67.9368489708,-0.13841601338
spline,660,66,-27.4115437234,-67.6490529511,-0.140327459717
spline,661,66.1,-27.5468054734,-67.3548626945,-0.140838629451
spline,662,66.2,-27.6686804586,-67.0543823741,-0.140720377714
spline,663,66.3,-27.7770449361,-66.7476935744,-0.139967856458
spline,664,66.4,-27.8717471201,-66.4349389494,-0.138592141255
spline,665,66.5,-27.9526614911,-66.1161937907,-0.136618692131
spline,666,66.6,-28.0196553923,-65.79156021,-0.134086419228
spline,667,66.7,-28.0725937594,-65.4611346148,-0.131045597831
spline,668,66.8,-28.1113471813,-65.1249954691,-0.127555291933
spline,669,66.9,-28.1357722789,-64.7832847872,-0.123681698015
spline,670,67,-28.1457412465,-64.4360826284,-0.119492928686
spline,671,67.1,-28.1414582638,-64.0835969881,-0.0995160742357
spline,672,67.2,-28.124475997,-63.7264625255,-0.0813486571969
spline,673,67.3,-28.0966868201,-63.3654044742,-0.0648073650993
spline,674,67.4,-28.0599860448,-63.0012219408,-0.0496380494867
spline,675,67.5,-28.0162639585,-62.6346340119,-0.0355478162167
spline,676,67.6,-27.967414151,-62.2663906069,-0.0222324575883
spline,677,67.7,-27.9153277959,-61.8972362404,-0.00938509980218
spline,678,67.8,-27.8618953212,-61.5278947997,0.00330231879078
spline,679,67.9,-27.8090137612,-61.1591618077,0.0161370487288
spline,680,68,-27.7585740612,-60.7917622262,0.0294346989788
spline,681,68.1,-27.7122156922,-60.4265046196,0.0319287760771
spline,682,68.2,-27.6705628433,-60.0644351333,0.0349414631957
spline,683,68.3,-27.6339882626,-59.7066431211,0.038583904641
spline,684,68.4,-27.6028691059,-59.3542912897,0.0430011776063
spline,685,68.5,-27.5775749109,-59.0084625709,0.0483856658016
spline,686,68.6,-27.5584797958,-58.6702706075,0.0549930040815
spline,687,68.7,-27.5459554965,-58.3408239469,0.0631666132853
spline,688,68.8,-27.5403768627,-58.0212142707,0.0733738666669
spline,689,68.9,-27.5421141334,-57.7125938779,0.0862543610912
spline,690,69,-27.5515420884,-57.4160546664,0.102699436953
spline,691,69.1,-27.5690116008,-57.1322599449,0.118255368049
spline,692,69.2,-27.5947816896,-56.8600744543,0.133182034618
spline,693,69.3,-27.6290962757,-56.5979039176,0.146366839372
spline,694,69.4,-27.6721873935,-56.3442057429,0.156622864908
spline,695,69.5,-27.7242954889,-56.0973791982,0.162881305564
spline,696,69.6,-27.785660367,-55.8558470679,0.164394946471
spline,697,69.7,-27.8565194368,-55.6180272933,0.160904360615
spline,698,69.8,-27.9371198826,-55.3823265683,0.152701402944
spline,699,69.9,-28.0276844486,-55.1471938754,0.140570382556
spline,700,70,-28.1284600431,-54.9110367921,0.125619487891
spline,701,70.1,-28.2396015301,-54.6726221872,0.116209797743
spline,702,70.2,-28.3609250367,-54.4320958741,0.108281351499
spline,703,70.3,-28.4921773967,-54.1899397407,0.101611671799
spline,704,70.4,-28.6330712639,-53.9466835902,0.0960194581385
spline,705,70.5,-28.7833498178,-53.7028039232,0.0913545739177
spline,706,70.6,-28.942748368,-53.4587986392,0.0874945567815
spline,707,70.7,-29.1109997368,-53.215161003,0.0843392421316
spline,708,70.8,-29.2878538839,-52.9723722335,0.0818067894045
spline,709,70.9,-29.4730141629,-52.73095805,0.0798311820364
spline,710,71,-29.6662303902,-52.4914005232,0.0783584137851
spline,711,71.1,-29.8671592946,-52.254039071,0.067380269406
spline,712,71.2,-30.0751442539,-52.0185816732,0.05695619431
spline,713,71.3,-30.2894721592,-51.78457006,0.0470779075351
spline,714,71.4,-30.5093766379,-51.5515922121,0.0377188061849
spline,715,71.5,-30.7341410355,-51.3191845128,0.028836465718
spline,716,71.6,-30.9630344989,-51.0869041091,0.0203811974862
spline,717,71.7,-31.1953235213,-50.8543037188,0.0122993701934
spline,718,71.8,-31.4302961169,-50.620924349,0.0045359119939
spline,719,71.9,-31.6671802507,-50.386349885,-0.0029611031676
spline,720,72,-31.905264311,-50.1501223107,-0.010242233164
spline,721,72.1,-32.1438953426,-49.9119013961,-0.0105761443084
spline,722,72.2,-32.3827329854,-49.6717598013,-0.0109402186062
spline,723,72.3,-32.6215389282,-49.4298639004,-0.0113368402484
spline,724,72.4,-32.8600159295,-49.1864285677,-0.0117686632308
spline,725,72.5,-33.0979223698,-48.9416152945,-0.0122387819156
spline,726,72.6,-33.3350004567,-48.6956066678,-0.0127506747811
spline,727,72.7,-33.570989542,-48.4485810516,-0.0133082789208
spline,728,72.8,-33.805650608,-48.2007037382,-0.0139161149824
spline,729,72.9,-34.0386843527,-47.9521867125,-0.0145791635259
spline,730,73,-34.2698524666,-47.7031961801,-0.015303237795
spline,731,73.1,-34.498945681,-47.4538565139,-0.0161607250703
spline,732,73.2,-34.7259499238,-47.2040615347,-0.0170023792671
spline,733,73.3,-34.9509231279,-46.9536368601,-0.0178244075853
spline,734,73.4,-35.1738672117,-46.702458842,-0.0186228266552
spline,735,73.5,-35.3948367071,-46.4503483922,-0.0193938842209
spline,736,73.6,-35.613871075,-46.1971480639,-0.0201338548559
spline,737,73.7,-35.8310067223,-45.942696402,-0.0208391246228
spline,738,73.8,-36.0463004773,-45.6868179451,-0.0215062999065
spline,739,73.9,-36.2597528688,-45.4293862729,-0.0221320380214
spline,740,74,-36.4714215004,-45.1702268523,-0.0227133581795
spline,741,74.1,-36.6813507699,-44.909233086,-0.021268962361
spline,742,74.2,-36.8896060387,-44.6465039931,-0.0198468745771
spline,743,74.3,-37.0962801326,-44.3821778929,-0.0184452158274
spline,744,74.4,-37.3014137295,-44.1164474038,-0.0170623104878
spline,745,74.5,-37.5050960009,-43.849446464,-0.0156960273323
spline,746,74.6,-37.7074025744,-43.5813315178,-0.0143442348187
spline,747,74.7,-37.9084058413,-43.3122552256,-0.0130046884346
spline,748,74.8,-38.1081977135,-43.0423549069,-0.0116749512917
spline,749,74.9,-38.3068168896,-42.7718206383,-0.0103527940084
spline,750,75,-38.5043560429,-42.5007905608,-0.00903558462312
spline,751,75.1,-38.7008460724,-42.2293455339,-0.0119285085236
spline,752,75.2,-38.8961402822,-41.9572661995,-0.0148108710755
spline,753,75.3,-39.0900691942,-41.6842449113,-0.01767201117
spline,754,75.4,-39.2824138026,-41.4100306374,-0.0205001135163
spline,755,75.5,-39.4730007657,-41.1343115904,-0.0232835013772
spline,756,75.6,-39.661644285,-40.8567990139,-0.026009788713
spline,757,75.7,-39.8481551562,-40.5772006024,-0.0286661203006
spline,758,75.8,-40.0323626923,-40.2952073943,-0.0312394612791
spline,759,75.9,-40.214046189,-40.0105665515,-0.0337159150489
spline,760,76,-40.3930358507,-39.7229700267,-0.0360819707369
spline,761,76.1,-40.5692387735,-39.4322939923,-0.0298041621772
spline,762,76.2,-40.7429350554,-39.1390763688,-0.0237417406641
spline,763,76.3,-40.9145182863,-38.8440050984,-0.0178347846491
spline,764,76.4,-41.0843374199,-38.5478302167,-0.0120233285578
spline,765,76.5,-41.2527820352,-38.251235848,-0.00624445947438
spline,766,76.6,-41.4202310239,-37.9549306197,-0.000433734859468
spline,767,76.7,-41.5870597174,-37.6596198578,0.00547587385909
spline,768,76.8,-41.7536609413,-37.3659912088,0.0115551757292
spline,769,76.9,-41.9203810937,-37.0747915479,0.0178777019159
spline,770,77,-42.0876137372,-36.7867090247,0.0245231884048
spline,771,77.1,-42.2554806604,-36.5020865185,0.00889058668834
spline,772,77.2,-42.4230767482,-36.2198058204,-0.0073379777374
spline,773,77.3,-42.5892602732,-35.9383685815,-0.023872850653
spline,774,77.4,-42.7528458044,-35.6563356729,-0.0403935951632
spline,775,77.5,-42.9126874352,-35.3722050935,-0.0565483267847
spline,776,77.6,-43.0676290966,-35.0844982422,-0.0719449447109
spline,777,77.7,-43.2165110178,-34.7917334666,-0.0861573920203
spline,778,77.8,-43.3581888935,-34.4924102575,-0.0987438962137
spline,779,77.9,-43.4914775881,-34.1850894977,-0.109274118245
spline,780,78,-43.6152341698,-33.8682718644,-0.117376932049
spline,781,78.1,-43.7285742118,-33.5409419643,-0.10396745756
spline,782,78.2,-43.8317014958,-33.2039390758,-0.0924284862689
spline,783,78.3,-43.9251064446,-32.8585456277,-0.082502201027
spline,784,78.4,-44.0092525341,-32.5061186824,-0.0739550249177
spline,785,78.5,-44.0846264566,-32.1479379434,-0.0665779958824
spline,786,78.6,-44.1517099944,-31.7853108119,-0.0601904924559
spline,787,78.7,-44.2109811281,-31.4195419164,-0.0546374392223
spline,788,78.8,-44.2629266871,-31.051911753,-0.0497859948067
spline,789,78.9,-44.3080129743,-30.6837783497,-0.0455235183045
spline,790,79,-44.3467281497,-30.3164228455,-0.0417518406049
